"trans_id","lang","translation"
"医学部西(2)","ja-Hrkt","いがくぶにし"
"鍋島五丁目(2)","ja","鍋島五丁目(2)"
"鍋島五丁目(2)","ja-Hrkt","なべしまごちょうめ"
"鍋島本村(1)","ja","鍋島本村(1)"
"鍋島本村(1)","ja-Hrkt","なべしまほんそん"
"鍋島六丁目(2)","ja","鍋島六丁目(2)"
"鍋島六丁目(2)","ja-Hrkt","なべしまろくちょうめ"
"医学部北(2)","ja","医学部北(2)"
"医学部北(2)","ja-Hrkt","いがくぶきた"
"医学部北(1)","ja","医学部北(1)"
"医学部北(1)","ja-Hrkt","いがくぶきた"
"鍋島六丁目(1)","ja","鍋島六丁目(1)"
"鍋島六丁目(1)","ja-Hrkt","なべしまろくちょうめ"
"鍋島本村(2)","ja","鍋島本村(2)"
"鍋島本村(2)","ja-Hrkt","なべしまほんそん"
"鍋島五丁目(1)","ja","鍋島五丁目(1)"
"鍋島五丁目(1)","ja-Hrkt","なべしまごちょうめ"
"医学部西(1)","ja","医学部西(1)"
"医学部西(1)","ja-Hrkt","いがくぶにし"
"鍋島西団地(1)","ja","鍋島西団地(1)"
"鍋島西団地(1)","ja-Hrkt","なべしまにしだんち"
"鍋島シェスト前(1)","ja","鍋島シェスト前(1)"
"鍋島シェスト前(1)","ja-Hrkt","なべしましぇすとまえ"
"西九大神園南(2)","ja","西九大神園南(2)"
"西九大神園南(2)","ja-Hrkt","にしきゅうだいかみぞのみなみ"
"常盤団地入口(2)","ja","常盤団地入口(2)"
"常盤団地入口(2)","ja-Hrkt","ときわだんちいりぐち"
"鍋島東団地(2)","ja","鍋島東団地(2)"
"鍋島東団地(2)","ja-Hrkt","なべしまひがしだんち"
"開成三丁目(2)","ja","開成三丁目(2)"
"開成三丁目(2)","ja-Hrkt","かいせいさんちょうめ"
"アルタ東(2)","ja","アルタ東(2)"
"アルタ東(2)","ja-Hrkt","あるたひがし"
"卸センター前(1)","ja","卸センター前(1)"
"卸センター前(1)","ja-Hrkt","おろしせんたーまえ"
"アルタ東(1)","ja","アルタ東(1)"
"アルタ東(1)","ja-Hrkt","あるたひがし"
"開成三丁目(1)","ja","開成三丁目(1)"
"開成三丁目(1)","ja-Hrkt","かいせいさんちょうめ"
"鍋島東団地(1)","ja","鍋島東団地(1)"
"鍋島東団地(1)","ja-Hrkt","なべしまひがしだんち"
"常盤団地入口(1)","ja","常盤団地入口(1)"
"常盤団地入口(1)","ja-Hrkt","ときわだんちいりぐち"
"西九大神園南(1)","ja","西九大神園南(1)"
"西九大神園南(1)","ja-Hrkt","にしきゅうだいかみぞのみなみ"
"佐賀中部病院前(2)","ja","佐賀中部病院前(2)"
"佐賀中部病院前(2)","ja-Hrkt","さがちゅうぶびょういんまえ"
"修理田(2)","ja","修理田(2)"
"修理田(2)","ja-Hrkt","しゅりた"
"中牟田(2)","ja","中牟田(2)"
"中牟田(2)","ja-Hrkt","なかむた"
"瓦町南(2)","ja","瓦町南(2)"
"瓦町南(2)","ja-Hrkt","かわらまちみなみ"
"瓦町(2)","ja","瓦町(2)"
"瓦町(2)","ja-Hrkt","かわらまち"
"堀立(2)","ja","堀立(2)"
"堀立(2)","ja-Hrkt","ほりたて"
"堀立東(2)","ja","堀立東(2)"
"堀立東(2)","ja-Hrkt","ほりたてひがし"
"外野","ja","外野"
"外野","ja-Hrkt","ほかの"
"伊賀屋橋","ja","伊賀屋橋"
"伊賀屋橋","ja-Hrkt","いがやばし"
"伊賀屋(2)","ja","伊賀屋(2)"
"伊賀屋(2)","ja-Hrkt","いがや"
"中野吉","ja","中野吉"
"中野吉","ja-Hrkt","なかのよし"
"和泉野橋","ja","和泉野橋"
"和泉野橋","ja-Hrkt","いずみのばし"
"折地(2)","ja","折地(2)"
"折地(2)","ja-Hrkt","おりぢ"
"下和泉(2)","ja","下和泉(2)"
"下和泉(2)","ja-Hrkt","しもいずみ"
"上揚","ja","上揚"
"上揚","ja-Hrkt","かみあげ"
"久保泉工業団地東(2)","ja","久保泉工業団地東(2)"
"久保泉工業団地東(2)","ja-Hrkt","くぼいずみこうぎょうだんちひがし"
"上和泉(2)","ja","上和泉(2)"
"上和泉(2)","ja-Hrkt","かみいずみ"
"久保泉小学校前(2)","ja","久保泉小学校前(2)"
"久保泉小学校前(2)","ja-Hrkt","くぼいずみしょうがっこうまえ"
"川久保(2)","ja","川久保(2)"
"川久保(2)","ja-Hrkt","かわくぼ"
"川久保交差点北(2)","ja","川久保交差点北(2)"
"川久保交差点北(2)","ja-Hrkt","かわくぼこうさてんきた"
"川久保中","ja","川久保中"
"川久保中","ja-Hrkt","かわくぼなか"
"上分公民館前","ja","上分公民館前"
"上分公民館前","ja-Hrkt","かみぶんこうみんかんまえ"
"勝宿神社","ja","勝宿神社"
"勝宿神社","ja-Hrkt","かしゅくじんじゃ"
"清友病院前","ja","清友病院前"
"清友病院前","ja-Hrkt","せいゆうびょういんまえ"
"川久保交差点北(1)","ja","川久保交差点北(1)"
"川久保交差点北(1)","ja-Hrkt","かわくぼこうさてんきた"
"川久保(1)","ja","川久保(1)"
"川久保(1)","ja-Hrkt","かわくぼ"
"久保泉小学校前(1)","ja","久保泉小学校前(1)"
"久保泉小学校前(1)","ja-Hrkt","くぼいずみしょうがっこうまえ"
"上和泉(1)","ja","上和泉(1)"
"上和泉(1)","ja-Hrkt","かみいずみ"
"久保泉工業団地東(1)","ja","久保泉工業団地東(1)"
"久保泉工業団地東(1)","ja-Hrkt","くぼいずみこうぎょうだんちひがし"
"下和泉(1)","ja","下和泉(1)"
"下和泉(1)","ja-Hrkt","しもいずみ"
"折地(1)","ja","折地(1)"
"折地(1)","ja-Hrkt","おりぢ"
"伊賀屋(1)","ja","伊賀屋(1)"
"伊賀屋(1)","ja-Hrkt","いがや"
"堀立東(1)","ja","堀立東(1)"
"堀立東(1)","ja-Hrkt","ほりたてひがし"
"堀立(1)","ja","堀立(1)"
"堀立(1)","ja-Hrkt","ほりたて"
"瓦町(1)","ja","瓦町(1)"
"瓦町(1)","ja-Hrkt","かわらまち"
"瓦町南(1)","ja","瓦町南(1)"
"瓦町南(1)","ja-Hrkt","かわらまちみなみ"
"中牟田(1)","ja","中牟田(1)"
"中牟田(1)","ja-Hrkt","なかむた"
"修理田(1)","ja","修理田(1)"
"修理田(1)","ja-Hrkt","しゅりた"
"佐賀中部病院前(1)","ja","佐賀中部病院前(1)"
"佐賀中部病院前(1)","ja-Hrkt","さがちゅうぶびょういんまえ"
"大井樋(2)","ja","大井樋(2)"
"大井樋(2)","ja-Hrkt","おおいび"
"佐賀大学南(2)","ja","佐賀大学南(2)"
"佐賀大学南(2)","ja-Hrkt","さがだいがくみなみ"
"高伝寺前(2)","ja","高伝寺前(2)"
"高伝寺前(2)","ja-Hrkt","こうでんじまえ"
"平松交差点東(2)","ja","平松交差点東(2)"
"平松交差点東(2)","ja-Hrkt","ひらまつこうさてんひがし"
"平松老人センター前(2)","ja","平松老人センター前(2)"
"平松老人センター前(2)","ja-Hrkt","ひらまつろうじんせんたーまえ"
"平林胃腸科前(2)","ja","平林胃腸科前(2)"
"平林胃腸科前(2)","ja-Hrkt","ひらばやしいちょうかまえ"
"地蔵前(1)","ja","地蔵前(1)"
"地蔵前(1)","ja-Hrkt","じぞうまえ"
"長瀬町(1)","ja","長瀬町(1)"
"長瀬町(1)","ja-Hrkt","ながせまち"
"護国神社前(1)","ja","護国神社前(1)"
"護国神社前(1)","ja-Hrkt","ごこくじんじゃまえ"
"成章中学校西(1)","ja","成章中学校西(1)"
"成章中学校西(1)","ja-Hrkt","せいしょうちゅうがっこうにし"
"成章中学校西(2)","ja","成章中学校西(2)"
"成章中学校西(2)","ja-Hrkt","せいしょうちゅうがっこうにし"
"護国神社前(2)","ja","護国神社前(2)"
"護国神社前(2)","ja-Hrkt","ごこくじんじゃまえ"
"辻の堂(３)","ja","辻の堂(３)"
"辻の堂(３)","ja-Hrkt","つじのどう"
"長瀬町(2)","ja","長瀬町(2)"
"長瀬町(2)","ja-Hrkt","ながせまち"
"地蔵前(2)","ja","地蔵前(2)"
"地蔵前(2)","ja-Hrkt","じぞうまえ"
"平林胃腸科前(1)","ja","平林胃腸科前(1)"
"平林胃腸科前(1)","ja-Hrkt","ひらばやしいちょうかまえ"
"平松老人センター前(1)","ja","平松老人センター前(1)"
"平松老人センター前(1)","ja-Hrkt","ひらまつろうじんせんたーまえ"
"平松交差点東(1)","ja","平松交差点東(1)"
"平松交差点東(1)","ja-Hrkt","ひらまつこうさてんひがし"
"高伝寺前(1)","ja","高伝寺前(1)"
"高伝寺前(1)","ja-Hrkt","こうでんじまえ"
"佐賀大学南(1)","ja","佐賀大学南(1)"
"佐賀大学南(1)","ja-Hrkt","さがだいがくみなみ"
"大井樋(1)","ja","大井樋(1)"
"大井樋(1)","ja-Hrkt","おおいび"
"夢咲公園(2)","ja","夢咲公園(2)"
"夢咲公園(2)","ja-Hrkt","ゆめさきこうえん"
"ほほえみ館前(2)","ja","ほほえみ館前(2)"
"ほほえみ館前(2)","ja-Hrkt","ほほえみかんまえ"
"アルカディアSAGA前(2)","ja","アルカディアSAGA前(2)"
"アルカディアSAGA前(2)","ja-Hrkt","あるかでぃあさがまえ"
"夢咲コスモスタウン(2)","ja","夢咲コスモスタウン(2)"
"夢咲コスモスタウン(2)","ja-Hrkt","ゆめさきこすもすたうん"
"夢咲コスモスタウン北(2)","ja","夢咲コスモスタウン北(2)"
"夢咲コスモスタウン北(2)","ja-Hrkt","ゆめさきこすもすたうんきた"
"ゆめタウン佐賀","ja","ゆめタウン佐賀"
"ゆめタウン佐賀","ja-Hrkt","ゆめたうんさが"
"夢咲コスモスタウン北(1)","ja","夢咲コスモスタウン北(1)"
"夢咲コスモスタウン北(1)","ja-Hrkt","ゆめさきこすもすたうんきた"
"夢咲コスモスタウン(1)","ja","夢咲コスモスタウン(1)"
"夢咲コスモスタウン(1)","ja-Hrkt","ゆめさきこすもすたうん"
"アルカディアSAGA前(1)","ja","アルカディアSAGA前(1)"
"アルカディアSAGA前(1)","ja-Hrkt","あるかでぃあさがまえ"
"ほほえみ館前(1)","ja","ほほえみ館前(1)"
"ほほえみ館前(1)","ja-Hrkt","ほほえみかんまえ"
"夢咲公園(1)","ja","夢咲公園(1)"
"夢咲公園(1)","ja-Hrkt","ゆめさきこうえん"
"佐賀清和学園前(2)","ja","佐賀清和学園前(2)"
"佐賀清和学園前(2)","ja-Hrkt","さがせいわがくえんまえ"
"ぽかぽか温泉前(2)","ja","ぽかぽか温泉前(2)"
"ぽかぽか温泉前(2)","ja-Hrkt","ぽかぽかおんせんまえ"
"ぽかぽか温泉前(1)","ja","ぽかぽか温泉前(1)"
"ぽかぽか温泉前(1)","ja-Hrkt","ぽかぽかおんせんまえ"
"佐賀清和学園前(1)","ja","佐賀清和学園前(1)"
"佐賀清和学園前(1)","ja-Hrkt","さがせいわがくえんまえ"
"東与賀イオン前(2)","ja","東与賀イオン前(2)"
"東与賀イオン前(2)","ja-Hrkt","ひがしよかいおんまえ"
"小々森北(2)","ja","小々森北(2)"
"小々森北(2)","ja-Hrkt","こごもりきた"
"佐賀空港(1)","ja","佐賀空港(1)"
"佐賀空港(1)","ja-Hrkt","さがくうこう"
"小々森北(1)","ja","小々森北(1)"
"小々森北(1)","ja-Hrkt","こごもりきた"
"東与賀イオン前(1)","ja","東与賀イオン前(1)"
"東与賀イオン前(1)","ja-Hrkt","ひがしよかいおんまえ"
"普門寺(2)","ja","普門寺(2)"
"普門寺(2)","ja-Hrkt","ふもんじ"
"高橋(2)","ja","高橋(2)"
"高橋(2)","ja-Hrkt","たかはし"
"扇町東(2)","ja","扇町東(2)"
"扇町東(2)","ja-Hrkt","おうぎまちひがし"
"扇町","ja","扇町"
"扇町","ja-Hrkt","おうぎまち"
"嘉瀬元町(1)","ja","嘉瀬元町(1)"
"嘉瀬元町(1)","ja-Hrkt","かせもとまち"
"十五(2)","ja","十五(2)"
"十五(2)","ja-Hrkt","じゅうご"
"十五南(2)","ja","十五南(2)"
"十五南(2)","ja-Hrkt","じゅうごみなみ"
"嘉瀬新町(2)","ja","嘉瀬新町(2)"
"嘉瀬新町(2)","ja-Hrkt","かせしんまち"
"新町中央(2)","ja","新町中央(2)"
"新町中央(2)","ja-Hrkt","しんまちちゅうおう"
"本庄江橋(2)","ja","本庄江橋(2)"
"本庄江橋(2)","ja-Hrkt","ほんじょうえばし"
"本庄江橋(1)","ja","本庄江橋(1)"
"本庄江橋(1)","ja-Hrkt","ほんじょうえばし"
"新町中央(1)","ja","新町中央(1)"
"新町中央(1)","ja-Hrkt","しんまちちゅうおう"
"嘉瀬新町(1)","ja","嘉瀬新町(1)"
"嘉瀬新町(1)","ja-Hrkt","かせしんまち"
"十五南(1)","ja","十五南(1)"
"十五南(1)","ja-Hrkt","じゅうごみなみ"
"十五(1)","ja","十五(1)"
"十五(1)","ja-Hrkt","じゅうご"
"嘉瀬元町(2)","ja","嘉瀬元町(2)"
"嘉瀬元町(2)","ja-Hrkt","かせもとまち"
"扇町東(1)","ja","扇町東(1)"
"扇町東(1)","ja-Hrkt","おうぎまちひがし"
"高橋(1)","ja","高橋(1)"
"高橋(1)","ja-Hrkt","たかはし"
"普門寺(1)","ja","普門寺(1)"
"普門寺(1)","ja-Hrkt","ふもんじ"
"元小路(2)","ja","元小路(2)"
"元小路(2)","ja-Hrkt","もとこうじ"
"中副(2)","ja","中副(2)"
"中副(2)","ja-Hrkt","なかそえ"
"久保田支所前(2)","ja","久保田支所前(2)"
"久保田支所前(2)","ja-Hrkt","くぼたししょまえ"
"横江","ja","横江"
"横江","ja-Hrkt","よこえ"
"久富西(2)","ja","久富西(2)"
"久富西(2)","ja-Hrkt","ひさどみにし"
"くぼた特産物直売所前(1)","ja","くぼた特産物直売所前(1)"
"くぼた特産物直売所前(1)","ja-Hrkt","くぼたとくさんぶつちょくばいしょまえ"
"久富西(1)","ja","久富西(1)"
"久富西(1)","ja-Hrkt","ひさどみにし"
"久保田支所前(1)","ja","久保田支所前(1)"
"久保田支所前(1)","ja-Hrkt","くぼたししょまえ"
"中副(1)","ja","中副(1)"
"中副(1)","ja-Hrkt","なかそえ"
"元小路(1)","ja","元小路(1)"
"元小路(1)","ja-Hrkt","もとこうじ"
"森林公園東(2)","ja","森林公園東(2)"
"森林公園東(2)","ja-Hrkt","しんりんこうえんひがし"
"森林公園前(2)","ja","森林公園前(2)"
"森林公園前(2)","ja-Hrkt","しんりんこうえんまえ"
"嘉瀬橋(2)","ja","嘉瀬橋(2)"
"嘉瀬橋(2)","ja-Hrkt","かせばし"
"徳万(3)","ja","徳万(3)"
"徳万(3)","ja-Hrkt","とくまん"
"徳万(4)","ja","徳万(4)"
"徳万(4)","ja-Hrkt","とくまん"
"嘉瀬橋(1)","ja","嘉瀬橋(1)"
"嘉瀬橋(1)","ja-Hrkt","かせばし"
"森林公園前(1)","ja","森林公園前(1)"
"森林公園前(1)","ja-Hrkt","しんりんこうえんまえ"
"森林公園東(1)","ja","森林公園東(1)"
"森林公園東(1)","ja-Hrkt","しんりんこうえんひがし"
"嘉瀬元町(3)","ja","嘉瀬元町(3)"
"嘉瀬元町(3)","ja-Hrkt","かせもとまち"
"諸富ハートフル","ja","諸富ハートフル"
"諸富ハートフル","ja-Hrkt","もろどみはーとふる"
"下早(2)","ja","下早(2)"
"下早(2)","ja-Hrkt","しもはや"
"有明漁協東与賀支所前(2)","ja","有明漁協東与賀支所前(2)"
"有明漁協東与賀支所前(2)","ja-Hrkt","ありあけぎょきょうひがしよかししょまえ"
"中飯盛(2)","ja","中飯盛(2)"
"中飯盛(2)","ja-Hrkt","なかいさかい"
"中飯盛(1)","ja","中飯盛(1)"
"中飯盛(1)","ja-Hrkt","なかいさかい"
"有明漁協東与賀支所前(1)","ja","有明漁協東与賀支所前(1)"
"有明漁協東与賀支所前(1)","ja-Hrkt","ありあけぎょきょうひがしよかししょまえ"
"下早(1)","ja","下早(1)"
"下早(1)","ja-Hrkt","しもはや"
"佐賀駅バスセンター(5)","ja","佐賀駅バスセンター(5)"
"佐賀駅バスセンター(5)","ja-Hrkt","さがえきばすせんたー"
"徳万(5)","ja","徳万(5)"
"徳万(5)","ja-Hrkt","とくまん"
"久保田宿(2)","ja","久保田宿(2)"
"久保田宿(2)","ja-Hrkt","くぼたしゅく"
"せとぐち内科前","ja","せとぐち内科前"
"せとぐち内科前","ja-Hrkt","せとぐちないかまえ"
"十丁畷手(2)","ja","十丁畷手(2)"
"十丁畷手(2)","ja-Hrkt","じゅっちょうなわて"
"芦刈町分(2)","ja","芦刈町分(2)"
"芦刈町分(2)","ja-Hrkt","あしかりまちぶん"
"牛津本町(2)","ja","牛津本町(2)"
"牛津本町(2)","ja-Hrkt","うしづほんまち"
"牛津駅前(2)","ja","牛津駅前(2)"
"牛津駅前(2)","ja-Hrkt","うしづえきまえ"
"牛津新町","ja","牛津新町"
"牛津新町","ja-Hrkt","うしづしんまち"
"砥川町(2)","ja","砥川町(2)"
"砥川町(2)","ja-Hrkt","とがわまち"
"砥川新宿(2)","ja","砥川新宿(2)"
"砥川新宿(2)","ja-Hrkt","とがわしんしゅく"
"砥川小学校前(2)","ja","砥川小学校前(2)"
"砥川小学校前(2)","ja-Hrkt","とがわしょうがっこうまえ"
"蒲原(2)","ja","蒲原(2)"
"蒲原(2)","ja-Hrkt","かもはら"
"佐留志(2)","ja","佐留志(2)"
"佐留志(2)","ja-Hrkt","さるし"
"山口駅前(2)","ja","山口駅前(2)"
"山口駅前(2)","ja-Hrkt","やまぐちえきまえ(きたぐち)"
"江北役場前(2)","ja","江北役場前(2)"
"江北役場前(2)","ja-Hrkt","こうほくやくばまえ"
"経済連センター前(2)","ja","経済連センター前(2)"
"経済連センター前(2)","ja-Hrkt","けいざいれんせんたーまえ"
"杵島商校前(3)","ja","杵島商校前(3)"
"杵島商校前(3)","ja-Hrkt","きしましょうこうまえ"
"ＪＡさが地区中央支所前(2)","ja","ＪＡさが地区中央支所前(2)"
"ＪＡさが地区中央支所前(2)","ja-Hrkt","じぇいえいさがちくちゅうおうししょまえ"
"大町学校前(2)","ja","大町学校前(2)"
"大町学校前(2)","ja-Hrkt","おおまちがっこうまえ"
"大町役場前(2)","ja","大町役場前(2)"
"大町役場前(2)","ja-Hrkt","おおまちやくばまえ"
"大町病院前(2)","ja","大町病院前(2)"
"大町病院前(2)","ja-Hrkt","おおまちびょういんまえ"
"土場口(2)","ja","土場口(2)"
"土場口(2)","ja-Hrkt","どばぐち"
"大町駅前(2)","ja","大町駅前(2)"
"大町駅前(2)","ja-Hrkt","おおまちえきまえ"
"大町幹部派出所前(2)","ja","大町幹部派出所前(2)"
"大町幹部派出所前(2)","ja-Hrkt","おおまちかんぶはしゅつしょまえ"
"赤坂(2)","ja","赤坂(2)"
"赤坂(2)","ja-Hrkt","あかさか"
"焼米橋(2)","ja","焼米橋(2)"
"焼米橋(2)","ja-Hrkt","やきごめばし"
"北方駅前(2)","ja","北方駅前(2)"
"北方駅前(2)","ja-Hrkt","きたがたえきまえ"
"リムス前(2)","ja","リムス前(2)"
"リムス前(2)","ja-Hrkt","りむすまえ"
"北方ゴルフ場前(2)","ja","北方ゴルフ場前(2)"
"北方ゴルフ場前(2)","ja-Hrkt","きたがたごるふじょうまえ"
"北方支所前(2)","ja","北方支所前(2)"
"北方支所前(2)","ja-Hrkt","きたがたししょまえ"
"ホームセンターユートク(2)","ja","ホームセンターユートク(2)"
"ホームセンターユートク(2)","ja-Hrkt","ほーむせんたーゆーとく"
"北方大崎(2)","ja","北方大崎(2)"
"北方大崎(2)","ja-Hrkt","きたがたおおさき"
"武雄北方インター口(2)","ja","武雄北方インター口(2)"
"武雄北方インター口(2)","ja-Hrkt","たけおきたがたいんたーぐち"
"鳴瀬分道(2)","ja","鳴瀬分道(2)"
"鳴瀬分道(2)","ja-Hrkt","なるせぶんどう"
"高橋駅前(2)","ja","高橋駅前(2)"
"高橋駅前(2)","ja-Hrkt","たかはしえきまえ"
"メリーランド前(2)","ja","メリーランド前(2)"
"メリーランド前(2)","ja-Hrkt","めりーらんどまえ"
"甘久(2)","ja","甘久(2)"
"甘久(2)","ja-Hrkt","あまぐ"
"甘久西(2)","ja","甘久西(2)"
"甘久西(2)","ja-Hrkt","あまぐにし"
"武雄中学校前(2)","ja","武雄中学校前(2)"
"武雄中学校前(2)","ja-Hrkt","たけおちゅうがっこうまえ"
"武雄温泉駅前(2)","ja","武雄温泉駅前(2)"
"武雄温泉駅前(2)","ja-Hrkt","たけおおんせんえきまえ"
"温泉入口(2)","ja","温泉入口(2)"
"温泉入口(2)","ja-Hrkt","おんせんいりぐち"
"竹下町(2)","ja","竹下町(2)"
"竹下町(2)","ja-Hrkt","たけしたまち"
"下西山(2)","ja","下西山(2)"
"下西山(2)","ja-Hrkt","しもにしやま"
"下西山車庫","ja","下西山車庫"
"下西山車庫","ja-Hrkt","しもにしやましゃこ"
"下西山(1)","ja","下西山(1)"
"下西山(1)","ja-Hrkt","しもにしやま"
"竹下町(1)","ja","竹下町(1)"
"竹下町(1)","ja-Hrkt","たけしたまち"
"温泉入口(1)","ja","温泉入口(1)"
"温泉入口(1)","ja-Hrkt","おんせんいりぐち"
"武雄温泉駅前(1)","ja","武雄温泉駅前(1)"
"武雄温泉駅前(1)","ja-Hrkt","たけおおんせんえきまえ"
"武雄中学校前(1)","ja","武雄中学校前(1)"
"武雄中学校前(1)","ja-Hrkt","たけおちゅうがっこうまえ"
"甘久西(1)","ja","甘久西(1)"
"甘久西(1)","ja-Hrkt","あまぐにし"
"甘久(1)","ja","甘久(1)"
"甘久(1)","ja-Hrkt","あまぐ"
"メリーランド前(1)","ja","メリーランド前(1)"
"メリーランド前(1)","ja-Hrkt","めりーらんどまえ"
"高橋駅前(1)","ja","高橋駅前(1)"
"高橋駅前(1)","ja-Hrkt","たかはしえきまえ"
"鳴瀬分道(1)","ja","鳴瀬分道(1)"
"鳴瀬分道(1)","ja-Hrkt","なるせぶんどう"
"武雄北方インター口(1)","ja","武雄北方インター口(1)"
"武雄北方インター口(1)","ja-Hrkt","たけおきたがたいんたーぐち"
"北方大崎(1)","ja","北方大崎(1)"
"北方大崎(1)","ja-Hrkt","きたがたおおさき"
"ホームセンターユートク(1)","ja","ホームセンターユートク(1)"
"ホームセンターユートク(1)","ja-Hrkt","ほーむせんたーゆーとく"
"北方支所前(1)","ja","北方支所前(1)"
"北方支所前(1)","ja-Hrkt","きたがたししょまえ"
"北方ゴルフ場前(1)","ja","北方ゴルフ場前(1)"
"北方ゴルフ場前(1)","ja-Hrkt","きたがたごるふじょうまえ"
"リムス前(1)","ja","リムス前(1)"
"リムス前(1)","ja-Hrkt","りむすまえ"
"北方駅前(1)","ja","北方駅前(1)"
"北方駅前(1)","ja-Hrkt","きたがたえきまえ"
"焼米橋(1)","ja","焼米橋(1)"
"焼米橋(1)","ja-Hrkt","やきごめばし"
"赤坂(1)","ja","赤坂(1)"
"赤坂(1)","ja-Hrkt","あかさか"
"大町幹部派出所前(1)","ja","大町幹部派出所前(1)"
"大町幹部派出所前(1)","ja-Hrkt","おおまちかんぶはしゅつしょまえ"
"大町駅前(1)","ja","大町駅前(1)"
"大町駅前(1)","ja-Hrkt","おおまちえきまえ"
"土場口(1)","ja","土場口(1)"
"土場口(1)","ja-Hrkt","どばぐち"
"大町病院前(1)","ja","大町病院前(1)"
"大町病院前(1)","ja-Hrkt","おおまちびょういんまえ"
"大町役場前(1)","ja","大町役場前(1)"
"大町役場前(1)","ja-Hrkt","おおまちやくばまえ"
"大町学校前(1)","ja","大町学校前(1)"
"大町学校前(1)","ja-Hrkt","おおまちがっこうまえ"
"ＪＡさが地区中央支所前(1)","ja","ＪＡさが地区中央支所前(1)"
"ＪＡさが地区中央支所前(1)","ja-Hrkt","じぇいえいさがちくちゅうおうししょまえ"
"杵島商校前(2)","ja","杵島商校前(2)"
"杵島商校前(2)","ja-Hrkt","きしましょうこうまえ"
"経済連センター前(1)","ja","経済連センター前(1)"
"経済連センター前(1)","ja-Hrkt","けいざいれんせんたーまえ"
"江北役場前(1)","ja","江北役場前(1)"
"江北役場前(1)","ja-Hrkt","こうほくやくばまえ"
"山口駅前(1)","ja","山口駅前(1)"
"山口駅前(1)","ja-Hrkt","やまぐちえきまえ(きたぐち)"
"佐留志(1)","ja","佐留志(1)"
"佐留志(1)","ja-Hrkt","さるし"
"蒲原(1)","ja","蒲原(1)"
"蒲原(1)","ja-Hrkt","かもはら"
"砥川小学校前(1)","ja","砥川小学校前(1)"
"砥川小学校前(1)","ja-Hrkt","とがわしょうがっこうまえ"
"砥川新宿(1)","ja","砥川新宿(1)"
"砥川新宿(1)","ja-Hrkt","とがわしんしゅく"
"砥川町(1)","ja","砥川町(1)"
"砥川町(1)","ja-Hrkt","とがわまち"
"牛津駅前(1)","ja","牛津駅前(1)"
"牛津駅前(1)","ja-Hrkt","うしづえきまえ"
"牛津本町(1)","ja","牛津本町(1)"
"牛津本町(1)","ja-Hrkt","うしづほんまち"
"芦刈町分(1)","ja","芦刈町分(1)"
"芦刈町分(1)","ja-Hrkt","あしかりまちぶん"
"十丁畷手(1)","ja","十丁畷手(1)"
"十丁畷手(1)","ja-Hrkt","じゅっちょうなわて"
"久保田宿(1)","ja","久保田宿(1)"
"久保田宿(1)","ja-Hrkt","くぼたしゅく"
"徳万(6)","ja","徳万(6)"
"徳万(6)","ja-Hrkt","とくまん"
"佐賀駅バスセンター(9)","ja","佐賀駅バスセンター(9)"
"佐賀駅バスセンター(9)","ja-Hrkt","さがえきばすせんたー"
"江北学校入口(2)","ja","江北学校入口(2)"
"江北学校入口(2)","ja-Hrkt","こうほくがっこういりぐち"
"千反松(2)","ja","千反松(2)"
"千反松(2)","ja-Hrkt","せんだんまつ"
"八丁(2)","ja","八丁(2)"
"八丁(2)","ja-Hrkt","はっちょう"
"下小田(2)","ja","下小田(2)"
"下小田(2)","ja-Hrkt","しもおだ"
"六角橋(2)","ja","六角橋(2)"
"六角橋(2)","ja-Hrkt","ろっかくばし"
"白石(2)","ja","白石(2)"
"白石(2)","ja-Hrkt","しろいし"
"白石中町(2)","ja","白石中町(2)"
"白石中町(2)","ja-Hrkt","しろいしなかまち"
"廿治町(2)","ja","廿治町(2)"
"廿治町(2)","ja-Hrkt","はたちまち"
"白石中学校前(2)","ja","白石中学校前(2)"
"白石中学校前(2)","ja-Hrkt","しろいしちゅうがっこうまえ"
"干拓道(2)","ja","干拓道(2)"
"干拓道(2)","ja-Hrkt","かんたくみち"
"大井(2)","ja","大井(2)"
"大井(2)","ja-Hrkt","おおい"
"柳橋(2)","ja","柳橋(2)"
"柳橋(2)","ja-Hrkt","やなぎばし"
"廻里津(2)","ja","廻里津(2)"
"廻里津(2)","ja-Hrkt","めぐりつ"
"廻里江橋(2)","ja","廻里江橋(2)"
"廻里江橋(2)","ja-Hrkt","めぐりえばし"
"竜王駅前(2)","ja","竜王駅前(2)"
"竜王駅前(2)","ja-Hrkt","りゅうおうえきまえ"
"竜王崎(2)","ja","竜王崎(2)"
"竜王崎(2)","ja-Hrkt","りゅうおうざき"
"深浦(2)","ja","深浦(2)"
"深浦(2)","ja-Hrkt","ふかうら"
"百貫(2)","ja","百貫(2)"
"百貫(2)","ja-Hrkt","ひゃっかん"
"井手(2)","ja","井手(2)"
"井手(2)","ja-Hrkt","いで"
"新篭入口(2)","ja","新篭入口(2)"
"新篭入口(2)","ja-Hrkt","しんごもりいりぐち"
"乙丸東(2)","ja","乙丸東(2)"
"乙丸東(2)","ja-Hrkt","おとまるひがし"
"鹿島本町東(2)","ja","鹿島本町東(2)"
"鹿島本町東(2)","ja-Hrkt","かしまほんまちひがし"
"鹿島バスセンター(3)","ja","鹿島バスセンター(3)"
